ClientRef,OperationRef,MontantTND,DateOperation,NatureOperation,SensFlux,CanalUtilise,SecteurCommercant,DeviseTransaction
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000419,0,2026-09-29,PRODUCT_EVENT,,MOBILE_APP,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000420,172.48,2026-09-05,TRANSFER,OUT,ATM,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000421,31.66,2026-10-11,SAVINGS,,ATM,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000422,34.05,2026-08-15,DEPOSIT,,ONLINE,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000423,193.15,2026-08-28,BILL_PAYMENT,,ONLINE,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000424,143.95,2026-08-23,BILL_PAYMENT,,POS,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000425,532.72,2026-09-05,SAVINGS,,ONLINE,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000426,305.91,2026-09-11,ONLINE_PAYMENT,,ATM,RETAIL,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000427,184,2026-08-20,DEPOSIT,,ONLINE,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000428,71.03,2026-08-10,ONLINE_PAYMENT,,ONLINE,GROCERY,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000429,82.15,2026-08-27,CARD_PURCHASE,,POS,RETAIL,EUR
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000430,0,2026-09-18,PRODUCT_EVENT,,MOBILE_APP,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000431,333.8,2026-09-10,ONLINE_PAYMENT,,ATM,FUEL,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000432,141.67,2026-09-07,SAVINGS,,MOBILE_APP,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000433,208.03,2026-09-25,CARD_PURCHASE,,ONLINE,GROCERY,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000434,131.61,2026-08-05,BILL_PAYMENT,,ATM,,TND
4c056708-a89d-4649-aec7-069be9505175,OP-000435,93.86,2026-08-01,ONLINE_PAYMENT,,ONLINE,GROCERY,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000436,347.19,2026-10-02,TRANSFER,OUT,MOBILE_APP,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000437,111.52,2026-09-30,SAVINGS,,POS,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000438,523.65,2026-09-15,SAVINGS,,POS,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000439,190.97,2026-08-01,TRANSFER,IN,POS,,EUR
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000440,217.46,2026-09-26,CARD_PURCHASE,,ATM,RESTAURANT,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000441,129.28,2026-08-18,ONLINE_PAYMENT,,MOBILE_APP,FOOD_DELIVERY,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000442,44.1,2026-08-28,ONLINE_PAYMENT,,ONLINE,FUEL,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000443,29.25,2026-09-27,BILL_PAYMENT,,POS,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000444,0,2026-08-02,PRODUCT_EVENT,,ATM,,TND
4c056708-a89d-4649-aec7-069be9505175,OP-000445,265.42,2026-08-04,CARD_PURCHASE,,POS,FOOD_DELIVERY,EUR
fc08d5f4-6b0a-400a-80c7-1e44b59a39a7,OP-000446,287.81,2026-09-13,CARD_PURCHASE,,POS,FOOD_DELIVERY,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000447,144.03,2026-08-08,SAVINGS,,MOBILE_APP,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000448,137.5,2026-08-02,ONLINE_PAYMENT,,ATM,TELECOM,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000449,155.98,2026-08-25,ONLINE_PAYMENT,,ONLINE,TELECOM,TND
4c056708-a89d-4649-aec7-069be9505175,OP-000450,84.8,2026-09-08,ONLINE_PAYMENT,,ATM,RESTAURANT,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000451,374.7,2026-10-09,DEPOSIT,,ONLINE,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000452,346.57,2026-09-03,ONLINE_PAYMENT,,POS,FOOD_DELIVERY,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000453,0,2026-08-19,PRODUCT_EVENT,,ONLINE,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000454,0,2026-10-14,PRODUCT_EVENT,,ONLINE,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000455,372.04,2026-08-09,DEPOSIT,,ONLINE,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000456,418.98,2026-08-08,DEPOSIT,,ONLINE,,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000457,0,2026-09-04,PRODUCT_EVENT,,POS,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000458,486.59,2026-08-04,DEPOSIT,,ATM,,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000459,184.48,2026-08-17,BILL_PAYMENT,,POS,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000460,146.34,2026-10-08,ONLINE_PAYMENT,,ATM,RESTAURANT,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000461,0,2026-09-30,PRODUCT_EVENT,,ONLINE,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000462,87.43,2026-08-09,BILL_PAYMENT,,ATM,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000463,60.18,2026-10-05,ONLINE_PAYMENT,,ONLINE,E_COMMERCE,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000464,0,2026-08-17,PRODUCT_EVENT,,ATM,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000465,190.01,2026-08-21,DEPOSIT,,MOBILE_APP,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000466,0,2026-08-09,PRODUCT_EVENT,,POS,,TND
4c056708-a89d-4649-aec7-069be9505175,OP-000467,137.98,2026-09-08,TRANSFER,IN,ATM,,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000468,475.58,2026-08-17,SAVINGS,,MOBILE_APP,,EUR
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000469,236.79,2026-08-26,CARD_PURCHASE,,ATM,FUEL,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000470,158.62,2026-10-11,BILL_PAYMENT,,ATM,,EUR
2101db79-89a1-414b-9b37-351d9797701b,OP-000471,273.21,2026-10-10,SAVINGS,,POS,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000472,427.62,2026-08-02,DEPOSIT,,ONLINE,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000473,572.12,2026-09-03,SAVINGS,,MOBILE_APP,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000474,247.06,2026-09-13,ONLINE_PAYMENT,,MOBILE_APP,E_COMMERCE,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000475,196.01,2026-10-13,BILL_PAYMENT,,ATM,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000476,126.33,2026-10-01,DEPOSIT,,POS,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000477,192.14,2026-08-25,TRANSFER,OUT,ONLINE,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000478,566.43,2026-08-19,SAVINGS,,ATM,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000479,295.8,2026-09-24,CARD_PURCHASE,,ONLINE,RESTAURANT,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000480,373.65,2026-08-26,ONLINE_PAYMENT,,ONLINE,TELECOM,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000481,175.58,2026-08-30,ONLINE_PAYMENT,,ONLINE,FOOD_DELIVERY,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000482,312.78,2026-08-26,DEPOSIT,,ONLINE,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000483,0,2026-08-07,PRODUCT_EVENT,,ONLINE,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000484,271.96,2026-09-21,CARD_PURCHASE,,MOBILE_APP,RESTAURANT,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000485,209.04,2026-08-09,BILL_PAYMENT,,POS,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000486,112.02,2026-10-13,TRANSFER,OUT,ONLINE,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000487,24.2,2026-09-18,TRANSFER,OUT,MOBILE_APP,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000488,53.56,2026-08-23,DEPOSIT,,POS,,TND
4c056708-a89d-4649-aec7-069be9505175,OP-000489,397.21,2026-09-10,SAVINGS,,ATM,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000490,258.77,2026-08-12,DEPOSIT,,ATM,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000491,73.95,2026-09-24,CARD_PURCHASE,,MOBILE_APP,FOOD_DELIVERY,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000492,70.33,2026-10-08,BILL_PAYMENT,,POS,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000493,406.32,2026-08-18,TRANSFER,OUT,ATM,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000494,137.99,2026-08-21,ONLINE_PAYMENT,,MOBILE_APP,TELECOM,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000495,0,2026-08-31,PRODUCT_EVENT,,POS,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000496,85.21,2026-10-04,CARD_PURCHASE,,POS,GROCERY,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000497,277.43,2026-09-22,SAVINGS,,POS,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000498,187.65,2026-09-07,DEPOSIT,,ONLINE,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000499,0,2026-08-31,PRODUCT_EVENT,,MOBILE_APP,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000500,349.45,2026-08-30,TRANSFER,IN,ONLINE,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000501,493.38,2026-10-11,DEPOSIT,,MOBILE_APP,,EUR
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000502,250.17,2026-08-21,DEPOSIT,,ATM,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000503,122.84,2026-10-01,BILL_PAYMENT,,POS,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000504,145.76,2026-09-01,DEPOSIT,,ATM,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000505,0,2026-09-17,PRODUCT_EVENT,,POS,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000506,167.84,2026-09-26,CARD_PURCHASE,,ATM,RETAIL,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000507,403.87,2026-08-14,DEPOSIT,,POS,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000508,0,2026-09-05,PRODUCT_EVENT,,POS,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000509,366.75,2026-10-12,TRANSFER,IN,ATM,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000510,68.52,2026-08-16,DEPOSIT,,POS,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000511,366.38,2026-09-03,SAVINGS,,MOBILE_APP,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000512,381.49,2026-08-27,TRANSFER,IN,ATM,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000513,136.73,2026-09-30,BILL_PAYMENT,,ATM,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000514,47.03,2026-09-19,CARD_PURCHASE,,MOBILE_APP,FOOD_DELIVERY,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000515,373,2026-08-22,ONLINE_PAYMENT,,POS,RESTAURANT,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000516,55.43,2026-08-10,BILL_PAYMENT,,POS,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000517,458.41,2026-08-15,TRANSFER,IN,MOBILE_APP,,EUR
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000518,122.65,2026-08-18,CARD_PURCHASE,,POS,FOOD_DELIVERY,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000519,56.57,2026-10-04,CARD_PURCHASE,,MOBILE_APP,E_COMMERCE,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000520,260.33,2026-08-10,CARD_PURCHASE,,ONLINE,GROCERY,EUR
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000521,171.54,2026-09-07,TRANSFER,OUT,ATM,,EUR
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000522,209.46,2026-09-25,BILL_PAYMENT,,ONLINE,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000523,252.21,2026-09-21,CARD_PURCHASE,,ATM,FOOD_DELIVERY,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000524,504.55,2026-09-11,DEPOSIT,,MOBILE_APP,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000525,51.91,2026-09-13,CARD_PURCHASE,,POS,E_COMMERCE,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000526,585.7,2026-08-01,DEPOSIT,,MOBILE_APP,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000527,252.27,2026-08-09,DEPOSIT,,ATM,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000528,0,2026-09-28,PRODUCT_EVENT,,POS,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000529,92.43,2026-09-24,CARD_PURCHASE,,MOBILE_APP,GROCERY,EUR
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000530,429.85,2026-09-01,TRANSFER,OUT,MOBILE_APP,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000531,197.07,2026-08-14,BILL_PAYMENT,,ONLINE,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000532,367.26,2026-10-04,TRANSFER,IN,ONLINE,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000533,75.86,2026-09-19,BILL_PAYMENT,,POS,,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000534,72.11,2026-09-25,SAVINGS,,POS,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000535,105.1,2026-08-31,SAVINGS,,ATM,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000536,8.29,2026-08-17,CARD_PURCHASE,,POS,TELECOM,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000537,208.25,2026-09-27,BILL_PAYMENT,,ONLINE,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000538,499.85,2026-09-18,SAVINGS,,ONLINE,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000539,240.65,2026-08-26,SAVINGS,,POS,,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000540,504.64,2026-08-18,SAVINGS,,ONLINE,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000541,194.74,2026-08-17,SAVINGS,,POS,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000542,9.97,2026-10-03,CARD_PURCHASE,,ATM,TELECOM,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000543,0,2026-08-29,PRODUCT_EVENT,,ONLINE,,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000544,47.76,2026-08-04,CARD_PURCHASE,,MOBILE_APP,TELECOM,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000545,286.94,2026-08-26,TRANSFER,IN,POS,,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000546,87.37,2026-08-01,CARD_PURCHASE,,ONLINE,FUEL,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000547,487.9,2026-08-05,TRANSFER,OUT,ATM,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000548,387.69,2026-09-20,TRANSFER,IN,POS,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000549,527.77,2026-09-25,DEPOSIT,,ATM,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000550,548.17,2026-08-24,SAVINGS,,ONLINE,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000551,155.51,2026-09-15,CARD_PURCHASE,,MOBILE_APP,E_COMMERCE,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000552,93.52,2026-10-10,ONLINE_PAYMENT,,ATM,FOOD_DELIVERY,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000553,194.6,2026-10-08,TRANSFER,IN,MOBILE_APP,,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000554,370.88,2026-08-07,ONLINE_PAYMENT,,MOBILE_APP,TELECOM,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000555,0,2026-08-24,PRODUCT_EVENT,,MOBILE_APP,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000556,186.46,2026-09-21,ONLINE_PAYMENT,,ONLINE,RESTAURANT,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000557,0,2026-09-21,PRODUCT_EVENT,,POS,,TND
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000558,462.47,2026-09-25,SAVINGS,,ATM,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000559,459.56,2026-08-12,DEPOSIT,,ATM,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000560,0,2026-08-03,PRODUCT_EVENT,,ATM,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000561,0,2026-09-01,PRODUCT_EVENT,,MOBILE_APP,,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000562,318.77,2026-10-07,DEPOSIT,,ATM,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000563,499.85,2026-08-14,TRANSFER,OUT,POS,,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000564,144.18,2026-09-23,BILL_PAYMENT,,MOBILE_APP,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000565,298.39,2026-08-30,TRANSFER,IN,MOBILE_APP,,TND
db0c197a-9abf-446d-a292-f08378fe8df9,OP-000566,74.48,2026-08-07,BILL_PAYMENT,,ONLINE,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000567,203.6,2026-08-14,CARD_PURCHASE,,ONLINE,TELECOM,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000568,178.09,2026-10-07,BILL_PAYMENT,,MOBILE_APP,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000569,0,2026-08-07,PRODUCT_EVENT,,ATM,,TND
d5aca640-a679-462e-ac8a-fc17aad46bae,OP-000570,304.82,2026-09-27,SAVINGS,,ONLINE,,EUR
46249a16-3043-4206-a6eb-10182dcb4257,OP-000571,326.02,2026-08-24,TRANSFER,IN,ATM,,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000572,295.2,2026-08-12,DEPOSIT,,ONLINE,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000573,31.02,2026-09-12,CARD_PURCHASE,,ONLINE,FUEL,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000574,207.29,2026-09-13,BILL_PAYMENT,,POS,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000575,0,2026-09-19,PRODUCT_EVENT,,ONLINE,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000576,0,2026-10-07,PRODUCT_EVENT,,POS,,TND
fc08d5f4-6b0a-400a-80c7-1e44b59a39a7,OP-000577,39.84,2026-08-02,BILL_PAYMENT,,POS,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000578,253.62,2026-08-11,DEPOSIT,,MOBILE_APP,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000579,259.03,2026-09-12,CARD_PURCHASE,,ONLINE,RESTAURANT,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000580,165.69,2026-09-01,ONLINE_PAYMENT,,ONLINE,FUEL,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000581,46.64,2026-08-24,BILL_PAYMENT,,ONLINE,,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000582,388.43,2026-08-19,ONLINE_PAYMENT,,ATM,RETAIL,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000583,295.9,2026-09-17,DEPOSIT,,ONLINE,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000584,0,2026-08-29,PRODUCT_EVENT,,ATM,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000585,248.18,2026-10-10,ONLINE_PAYMENT,,MOBILE_APP,GROCERY,EUR
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000586,250.26,2026-08-05,CARD_PURCHASE,,ATM,RETAIL,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000587,588.64,2026-09-11,SAVINGS,,ATM,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000588,140.96,2026-10-12,BILL_PAYMENT,,MOBILE_APP,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000589,534.17,2026-09-12,SAVINGS,,POS,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000590,94.51,2026-09-23,CARD_PURCHASE,,ATM,FUEL,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000591,399.24,2026-10-14,ONLINE_PAYMENT,,MOBILE_APP,RESTAURANT,EUR
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000592,311.76,2026-08-07,DEPOSIT,,ATM,,TND
4c056708-a89d-4649-aec7-069be9505175,OP-000593,25.1,2026-08-12,CARD_PURCHASE,,ATM,E_COMMERCE,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000594,0,2026-09-16,PRODUCT_EVENT,,POS,,TND
7ac599cc-ebe3-46c5-8f8f-8f2e29e57712,OP-000595,574,2026-09-25,DEPOSIT,,MOBILE_APP,,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000596,483.05,2026-09-30,SAVINGS,,POS,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000597,24.16,2026-08-03,SAVINGS,,POS,,TND
2101db79-89a1-414b-9b37-351d9797701b,OP-000598,480.35,2026-10-12,TRANSFER,OUT,ONLINE,,TND
caa48f29-3c8e-4100-81b5-bc72037a6324,OP-000599,68.01,2026-09-28,BILL_PAYMENT,,ATM,,EUR
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000600,101.22,2026-08-23,DEPOSIT,,ATM,,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000601,92.12,2026-08-14,DEPOSIT,,ONLINE,,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000602,42.52,2026-09-24,CARD_PURCHASE,,ATM,TELECOM,EUR
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000603,465.56,2026-09-21,TRANSFER,IN,POS,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000604,62.82,2026-08-26,CARD_PURCHASE,,ATM,FUEL,TND
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000605,467.91,2026-08-04,SAVINGS,,ONLINE,,TND
2eb9fcac-f9f8-48bc-b186-3f087468dc42,OP-000606,66.28,2026-08-03,BILL_PAYMENT,,POS,,TND
efaa92cf-0e87-4370-ba67-be22f07d585d,OP-000607,477.51,2026-09-14,TRANSFER,IN,MOBILE_APP,,TND
2ecd0ce0-37ce-44b3-bb33-b0e719183e8a,OP-000608,149.16,2026-09-26,SAVINGS,,POS,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000609,0,2026-08-30,PRODUCT_EVENT,,ONLINE,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000610,107.09,2026-09-19,BILL_PAYMENT,,MOBILE_APP,,EUR
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000611,248.88,2026-10-02,BILL_PAYMENT,,POS,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000612,309.69,2026-08-27,ONLINE_PAYMENT,,ONLINE,TELECOM,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000613,232.41,2026-09-17,CARD_PURCHASE,,ATM,RESTAURANT,TND
9e1cd179-232c-4848-b615-d36a7f8fea95,OP-000614,0,2026-08-13,PRODUCT_EVENT,,ONLINE,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000615,0,2026-10-02,PRODUCT_EVENT,,POS,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000616,168.88,2026-08-09,CARD_PURCHASE,,MOBILE_APP,FUEL,TND
b9765fa3-eb6d-476d-b764-aea7af2b8717,OP-000617,540.82,2026-08-25,DEPOSIT,,ATM,,TND
16b627b5-bed0-421c-b04c-248716ba2757,OP-000618,58.15,2026-09-09,ONLINE_PAYMENT,,POS,RESTAURANT,EUR
1d7d8f22-0b82-43f0-a7d1-4feec5caaa97,OP-000619,298.94,2026-09-14,SAVINGS,,MOBILE_APP,,TND
46249a16-3043-4206-a6eb-10182dcb4257,OP-000620,491.83,2026-08-05,TRANSFER,OUT,ONLINE,,TND
98ea3367-2331-4fba-8dcf-6a8d2475028a,OP-000621,0,2026-09-24,PRODUCT_EVENT,,MOBILE_APP,,TND
e6ee527b-2c1b-4a91-a493-714bb2bad56b,OP-000622,44.61,2026-09-29,BILL_PAYMENT,,POS,,TND
8b4318d7-b169-44ad-9bb1-a5d4dcc3848e,OP-000623,153.29,2026-09-12,CARD_PURCHASE,,POS,RETAIL,TND
023a65f7-7884-4f2c-805c-1b2cfdd790e8,OP-000624,0,2026-09-28,PRODUCT_EVENT,,ATM,,TND
0aced6d2-4fe1-4787-b653-d3bf70a4c30e,OP-000625,453.17,2026-09-08,SAVINGS,,ONLINE,,TND
7e9308eb-2669-4dc5-a96d-b8bf509e4f87,OP-000626,126.82,2026-09-16,DEPOSIT,,POS,,EUR
6c4c71c8-cf5d-436e-ad6e-6c2a47f0637f,OP-000627,277.68,2026-09-23,CARD_PURCHASE,,ATM,RESTAURANT,TND
2320cd15-2f4f-4184-a03f-31cce81b30f2,OP-000628,252.9,2026-09-18,CARD_PURCHASE,,ONLINE,RESTAURANT,TND
